Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Stripped Peptides	Total Peptide Ions	Unique Peptide Ions	Razor Peptide Ions	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
343	a	sp|Q15075|EEA1_HUMAN	Q15075	EEA1_HUMAN	EEA1	1411	27.20	Homo sapiens OX=9606	Early endosome antigen 1 	1:Experimental evidence at protein level	1.0000	0.9990	31	34	34	0	62	62	0	14492456	14492456	     0			
344	a	sp|Q15084|PDIA6_HUMAN	Q15084	PDIA6_HUMAN	PDIA6	440	44.30	Homo sapiens OX=9606	Protein disulfide-isomerase A6 	1:Experimental evidence at protein level	1.0000	0.9990	17	28	28	0	72	72	0	235535188	235535188	     0			
345	a	sp|Q15121|PEA15_HUMAN	Q15121	PEA15_HUMAN	PEA15	130	20.40	Homo sapiens OX=9606	Astrocytic phosphoprotein PEA-15 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	1	1	0	1988887	1988887	     0			tr|B1AKZ5|B1AKZ5_HUMAN
346	a	sp|Q15126|PMVK_HUMAN	Q15126	PMVK_HUMAN	PMVK	192	21.90	Homo sapiens OX=9606	Phosphomevalonate kinase 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	0	6	6	0	14347328	14347328	     0			
347	a	sp|Q15404|RSU1_HUMAN	Q15404	RSU1_HUMAN	RSU1	277	19.90	Homo sapiens OX=9606	Ras suppressor protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	0	11	11	0	36048070	36048070	     0			
348	a	sp|Q15629|TRAM1_HUMAN	Q15629	TRAM1_HUMAN	TRAM1	374	10.80	Homo sapiens OX=9606	Translocating chain-associated membrane protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	2	2	0	946305	946305	     0			tr|G3XAN4|G3XAN4_HUMAN
349	a	sp|Q15691|MARE1_HUMAN	Q15691	MARE1_HUMAN	MAPRE1	268	45.50	Homo sapiens OX=9606	Microtubule-associated protein RP/EB family member 1 	1:Experimental evidence at protein level	1.0000	0.9990	11	14	13	0	26	26	0	38954916	38954916	     0	N-term(42.0106)		
350	a	sp|Q15785|TOM34_HUMAN	Q15785	TOM34_HUMAN	TOMM34	309	24.30	Homo sapiens OX=9606	Mitochondrial import receptor subunit TOM34 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	0	7	7	0	4455151	4455151	     0			
351	a	sp|Q15843|NEDD8_HUMAN	Q15843	NEDD8_HUMAN	NEDD8	81	28.00	Homo sapiens	NEDD8 	1:Experimental evidence at protein level	1.0000	0.9990	1	2	2	0	8	8	0	11959672	11959672	     0			tr|E9PL57|E9PL57_HUMAN, tr|E9PS38|E9PS38_HUMAN, tr|F8VSA6|F8VSA6_HUMAN, tr|S4R3E9|S4R3E9_HUMAN
352	a	sp|Q16204|CCDC6_HUMAN	Q16204	CCDC6_HUMAN	CCDC6	474	15.60	Homo sapiens OX=9606	Coiled-coil domain-containing protein 6 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	6	0	7	7	0	7069921	7069921	     0			
353	a	sp|Q16610|ECM1_HUMAN	Q16610	ECM1_HUMAN	ECM1	540	14.80	Homo sapiens OX=9606	Extracellular matrix protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	0	4	4	0	7223209	7223209	     0			
354	a	sp|Q16629|SRSF7_HUMAN	Q16629	SRSF7_HUMAN	SRSF7	238	28.50	Homo sapiens OX=9606	Serine/arginine-rich splicing factor 7 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	3	0	15	10	0	66476580	39076604	     0			tr|A0A0B4J1Z1|A0A0B4J1Z1_HUMAN, tr|C9JAB2|C9JAB2_HUMAN
355	a	sp|Q16790|CAH9_HUMAN	Q16790	CAH9_HUMAN	CA9	459	4.80	Homo sapiens OX=9606	Carbonic anhydrase 9 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	5	5	0	3006201	3006201	     0			
356	a	sp|Q29RF7|PDS5A_HUMAN	Q29RF7	PDS5A_HUMAN	PDS5A	1337	5.20	Homo sapiens OX=9606	Sister chromatid cohesion protein PDS5 homolog A 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	3	3	0	1936898	1936898	     0			
357	a	sp|Q2M2I8|AAK1_HUMAN	Q2M2I8	AAK1_HUMAN	AAK1	961	9.10	Homo sapiens OX=9606	AP2-associated protein kinase 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	6	6	0	3131555	3131555	     0			tr|E9PG46|E9PG46_HUMAN
358	a	sp|Q2TAY7|SMU1_HUMAN	Q2TAY7	SMU1_HUMAN	SMU1	513	19.50	Homo sapiens OX=9606	WD40 repeat-containing protein SMU1 	1:Experimental evidence at protein level	1.0000	0.9990	8	9	9	0	6	6	0	6923087	6923087	     0			
359	a	sp|Q2TB90|HKDC1_HUMAN	Q2TB90	HKDC1_HUMAN	HKDC1	917	12.40	Homo sapiens OX=9606	Hexokinase HKDC1 	1:Experimental evidence at protein level	1.0000	0.9990	10	11	11	0	12	12	0	10056083	10056083	     0			
360	a	sp|Q32P28|P3H1_HUMAN	Q32P28	P3H1_HUMAN	P3H1	736	13.50	Homo sapiens OX=9606	Prolyl 3-hydroxylase 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	3	3	0	1405240	1405240	     0			tr|H7C2W6|H7C2W6_HUMAN
361	a	sp|Q3KQZ1|S2535_HUMAN	Q3KQZ1	S2535_HUMAN	SLC25A35	300	11.00	Homo sapiens OX=9606	Solute carrier family 25 member 35 	2:Experimental evidence at transcript level	1.0000	0.9990	2	2	2	0	2	2	0	1029576	1029576	     0			
362	a	sp|Q3MHD2|LSM12_HUMAN	Q3MHD2	LSM12_HUMAN	LSM12	195	19.00	Homo sapiens OX=9606	Protein LSM12 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	2	2	0	2539428	2539428	     0			tr|K7ELG9|K7ELG9_HUMAN
363	a	sp|Q49A26|GLYR1_HUMAN	Q49A26	GLYR1_HUMAN	GLYR1	553	10.30	Homo sapiens OX=9606	Putative oxidoreductase GLYR1 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	4	0	4	4	0	4061413	4061413	     0			tr|K7EMM8|K7EMM8_HUMAN
364	a	sp|Q4U2R6|RM51_HUMAN	Q4U2R6	RM51_HUMAN	MRPL51	128	37.50	Homo sapiens OX=9606	39S ribosomal protein L51, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	3	3	0	2	2	0	3897970	3897970	     0			tr|A0A087WU28|A0A087WU28_HUMAN, tr|A0A0B4J2C1|A0A0B4J2C1_HUMAN, tr|M0R176|M0R176_HUMAN
365	a	sp|Q53F19|NCBP3_HUMAN	Q53F19	NCBP3_HUMAN	NCBP3	620	4.20	Homo sapiens OX=9606	Nuclear cap-binding protein subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	0	0	0	     0	     0	     0			
366	a	sp|Q53H82|LACB2_HUMAN	Q53H82	LACB2_HUMAN	LACTB2	288	32.60	Homo sapiens OX=9606	Endoribonuclease LACTB2 	1:Experimental evidence at protein level	1.0000	0.9990	10	13	13	0	25	25	0	52129640	52129640	     0			
367	a	sp|Q567U6|CCD93_HUMAN	Q567U6	CCD93_HUMAN	CCDC93	631	3.80	Homo sapiens OX=9606	Coiled-coil domain-containing protein 93 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	0	0	0	0	     0	     0	     0			tr|F8W9X7|F8W9X7_HUMAN
368	a	sp|Q56VL3|OCAD2_HUMAN	Q56VL3	OCAD2_HUMAN	OCIAD2	154	14.30	Homo sapiens OX=9606	OCIA domain-containing protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	3	3	0	6	6	0	21625667	21625667	     0			
369	a	sp|Q5C9Z4|NOM1_HUMAN	Q5C9Z4	NOM1_HUMAN	NOM1	860	2.70	Homo sapiens OX=9606	Nucleolar MIF4G domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	3	3	0	1958221	1958221	     0			
370	a	sp|Q5JTZ9|SYAM_HUMAN	Q5JTZ9	SYAM_HUMAN	AARS2	985	11.80	Homo sapiens OX=9606	Alanine--tRNA ligase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	0	13	13	0	5587521	5587521	     0			
371	a	sp|Q5RI15|COX20_HUMAN	Q5RI15	COX20_HUMAN	COX20	118	22.00	Homo sapiens OX=9606	Cytochrome c oxidase assembly protein COX20, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	0	7	7	0	11212141	11212141	     0	N-term(42.0106)		
372	a	sp|Q5RKV6|EXOS6_HUMAN	Q5RKV6	EXOS6_HUMAN	EXOSC6	272	21.70	Homo sapiens OX=9606	Exosome complex component MTR3 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	6	6	0	5450034	5450034	     0			
373	a	sp|Q5SY16|NOL9_HUMAN	Q5SY16	NOL9_HUMAN	NOL9	702	4.00	Homo sapiens OX=9606	Polynucleotide 5'-hydroxyl-kinase NOL9 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	0	0	0	     0	     0	     0			
374	a	sp|Q5T1J5|CHCH9_HUMAN	Q5T1J5	CHCH9_HUMAN	CHCHD2P9	151	18.50	Homo sapiens OX=9606	Putative coiled-coil-helix-coiled-coil-helix domain-containing protein CHCHD2P9, mitochondrial 	5:Protein uncertain	1.0000	0.9990	2	3	3	0	6	6	0	3001305	3001305	     0			sp|Q9Y6H1|CHCH2_HUMAN
375	a	sp|Q5T1M5|FKB15_HUMAN	Q5T1M5	FKB15_HUMAN	FKBP15	1219	5.10	Homo sapiens OX=9606	FK506-binding protein 15 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	5	5	0	3181060	3181060	     0			
376	a	sp|Q5T5P2|SKT_HUMAN	Q5T5P2	SKT_HUMAN	KIAA1217	1943	4.20	Homo sapiens OX=9606	Sickle tail protein homolog 	1:Experimental evidence at protein level	1.0000	0.9988	2	2	2	0	1	1	0	1748135	1748135	     0			tr|Q5T5P0|Q5T5P0_HUMAN, tr|Q5T5P1|Q5T5P1_HUMAN
377	a	sp|Q5T653|RM02_HUMAN	Q5T653	RM02_HUMAN	MRPL2	305	26.20	Homo sapiens OX=9606	39S ribosomal protein L2, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	4	4	0	2683311	2683311	     0			tr|C9IY40|C9IY40_HUMAN
378	a	sp|Q5T6V5|QSPP_HUMAN	Q5T6V5	QSPP_HUMAN	C9orf64	341	9.10	Homo sapiens OX=9606	Queuosine salvage protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	6	6	0	4983359	4983359	     0			
379	a	sp|Q5U5X0|LYRM7_HUMAN	Q5U5X0	LYRM7_HUMAN	LYRM7	104	24.00	Homo sapiens OX=9606	Complex III assembly factor LYRM7 	1:Experimental evidence at protein level	1.0000	0.9990	2	3	3	0	4	4	0	8379814	8379814	     0			
380	a	sp|Q5VWZ2|LYPL1_HUMAN	Q5VWZ2	LYPL1_HUMAN	LYPLAL1	237	28.70	Homo sapiens OX=9606	Lysophospholipase-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	0	2	2	0	2517736	2517736	     0			
381	a	sp|Q5XKP0|MIC13_HUMAN	Q5XKP0	MIC13_HUMAN	MICOS13	118	25.00	Homo sapiens OX=9606	MIC	1:Experimental evidence at protein level	1.0000	0.9990	1	2	2	0	7	7	0	12904799	12904799	     0			tr|A0A140TA84|A0A140TA84_HUMAN, tr|A0A140TA86|A0A140TA86_HUMAN, tr|K7EIR2|K7EIR2_HUMAN
382	a	sp|Q63HM9|PLCX3_HUMAN	Q63HM9	PLCX3_HUMAN	PLCXD3	321	9.00	Homo sapiens OX=9606	PI-PLC X domain-containing protein 3 	2:Experimental evidence at transcript level	1.0000	0.9990	2	2	2	0	0	0	0	     0	     0	     0			
383	a	sp|Q63HN8|RN213_HUMAN	Q63HN8	RN213_HUMAN	RNF213	5207	4.00	Homo sapiens OX=9606	E3 ubiquitin-protein ligase RNF213 	1:Experimental evidence at protein level	1.0000	0.9990	16	16	16	0	11	11	0	7827027	7827027	     0			tr|A0A0A0MTC1|A0A0A0MTC1_HUMAN, tr|A0A0A0MTR7|A0A0A0MTR7_HUMAN
384	a	sp|Q68E01|INT3_HUMAN	Q68E01	INT3_HUMAN	INTS3	1043	4.40	Homo sapiens OX=9606	Integrator complex subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	4	0	1	1	0	432410	432410	     0			
385	a	sp|Q69YQ0|CYTSA_HUMAN	Q69YQ0	CYTSA_HUMAN	SPECC1L	1117	4.80	Homo sapiens OX=9606	Cytospin-A 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	2	2	0	499152	499152	     0			tr|A0A494C1J1|A0A494C1J1_HUMAN, tr|C9J8U1|C9J8U1_HUMAN, tr|F8WAN1|F8WAN1_HUMAN
386	a	sp|Q6DKJ4|NXN_HUMAN	Q6DKJ4	NXN_HUMAN	NXN	435	43.30	Homo sapiens OX=9606	Nucleoredoxin 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	5	5	0	4305712	4305712	     0	N-term(42.0106)		tr|A0A0G2JQK5|A0A0G2JQK5_HUMAN
387	a	sp|Q6GMV3|PTRD1_HUMAN	Q6GMV3	PTRD1_HUMAN	PTRHD1	140	18.60	Homo sapiens OX=9606	Putative peptidyl-tRNA hydrolase PTRHD1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	1	1	0	801504	801504	     0			
388	a	sp|Q6L8Q7|PDE12_HUMAN	Q6L8Q7	PDE12_HUMAN	PDE12	609	16.50	Homo sapiens OX=9606	2',5'-phosphodiesterase 12 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	0	9	9	0	7236244	7236244	     0			tr|F6T1Q0|F6T1Q0_HUMAN
389	a	sp|Q6NT55|CP4FN_HUMAN	Q6NT55	CP4FN_HUMAN	CYP4F22	531	7.00	Homo sapiens OX=9606	Cytochrome P450 4F22 	2:Experimental evidence at transcript level	1.0000	0.9990	3	4	4	0	6	6	0	6353560	6353560	     0			
390	a	sp|Q6NYC8|PPR18_HUMAN	Q6NYC8	PPR18_HUMAN	PPP1R18	613	5.70	Homo sapiens OX=9606	Phostensin 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	2	2	0	2238864	2238864	     0			tr|A0A0G2JHC2|A0A0G2JHC2_HUMAN
391	a	sp|Q6NZI2|CAVN1_HUMAN	Q6NZI2	CAVN1_HUMAN	CAVIN1	390	45.60	Homo sapiens OX=9606	Caveolae-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	16	26	26	0	76	76	0	177643300	177643300	     0	4M(15.9949), N-term(42.0106)		
392	a	sp|Q6P161|RM54_HUMAN	Q6P161	RM54_HUMAN	MRPL54	138	29.00	Homo sapiens OX=9606	39S ribosomal protein L54, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	1	1	0	3445586	3445586	     0			
393	a	sp|Q6P1L8|RM14_HUMAN	Q6P1L8	RM14_HUMAN	MRPL14	145	35.90	Homo sapiens OX=9606	39S ribosomal protein L14, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	0	4	4	0	12548166	12548166	     0			
394	a	sp|Q6P1N0|C2D1A_HUMAN	Q6P1N0	C2D1A_HUMAN	CC2D1A	951	7.40	Homo sapiens OX=9606	Coiled-coil and C2 domain-containing protein 1A 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	0	0	0	0	     0	     0	     0			tr|K7EJY5|K7EJY5_HUMAN
395	a	sp|Q6P587|FAHD1_HUMAN	Q6P587	FAHD1_HUMAN	FAHD1	224	41.50	Homo sapiens OX=9606	Acylpyruvase FAHD1, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	8	8	0	21	21	0	33557684	33557684	     0			
396	a	sp|Q6P5R6|RL22L_HUMAN	Q6P5R6	RL22L_HUMAN	RPL22L1	122	25.60	Homo sapiens OX=9606	60S ribosomal protein L22-like 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	5	5	0	5	5	0	11985349	11985349	     0			tr|C9JYQ9|C9JYQ9_HUMAN, tr|H0Y8C2|H0Y8C2_HUMAN
397	a	sp|Q6P9B9|INT5_HUMAN	Q6P9B9	INT5_HUMAN	INTS5	1019	4.10	Homo sapiens OX=9606	Integrator complex subunit 5 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	0	1	1	0	967186	967186	     0			
398	a	sp|Q6PML9|ZNT9_HUMAN	Q6PML9	ZNT9_HUMAN	SLC30A9	568	5.60	Homo sapiens OX=9606	Zinc transporter 9 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	0	1	1	0	915623	915623	     0			
399	a	sp|Q6QNY0|BL1S3_HUMAN	Q6QNY0	BL1S3_HUMAN	BLOC1S3	202	16.30	Homo sapiens OX=9606	Biogenesis of lysosome-related organelles complex 1 subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	2	2	0	1849560	1849560	     0			
400	a	sp|Q6RW13|ATRAP_HUMAN	Q6RW13	ATRAP_HUMAN	AGTRAP	159	24.50	Homo sapiens OX=9606	Type-1 angiotensin II receptor-associated protein 	1:Experimental evidence at protein level	1.0000	0.9990	2	3	3	0	7	7	0	9341058	9341058	     0			
401	a	sp|Q6UW68|TM205_HUMAN	Q6UW68	TM205_HUMAN	TMEM205	189	26.70	Homo sapiens OX=9606	Transmembrane protein 205 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	4	0	11	11	0	20933296	20933296	     0			tr|K7ELQ9|K7ELQ9_HUMAN, tr|K7EM09|K7EM09_HUMAN, tr|K7EPR0|K7EPR0_HUMAN
402	a	sp|Q6UX53|MET7B_HUMAN	Q6UX53	MET7B_HUMAN	METTL7B	244	16.00	Homo sapiens OX=9606	Methyltransferase-like protein 7B 	1:Experimental evidence at protein level	1.0000	0.9990	4	6	6	0	13	13	0	35005814	35005814	     0			tr|A0A087WZT2|A0A087WZT2_HUMAN
403	a	sp|Q6UXN9|WDR82_HUMAN	Q6UXN9	WDR82_HUMAN	WDR82	313	10.90	Homo sapiens OX=9606	WD repeat-containing protein 82 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	2	2	0	2520446	2520446	     0			
404	a	sp|Q6YHK3|CD109_HUMAN	Q6YHK3	CD109_HUMAN	CD109	1445	15.80	Homo sapiens OX=9606	CD109 antigen 	1:Experimental evidence at protein level	1.0000	0.9990	18	18	18	0	33	33	0	23447534	23447534	     0			
405	a	sp|Q6YN16|HSDL2_HUMAN	Q6YN16	HSDL2_HUMAN	HSDL2	418	46.40	Homo sapiens OX=9606	Hydroxysteroid dehydrogenase-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	19	21	21	0	38	38	0	43083809	43083809	     0			
406	a	sp|Q6ZUJ8|BCAP_HUMAN	Q6ZUJ8	BCAP_HUMAN	PIK3AP1	805	3.20	Homo sapiens OX=9606	Phosphoinositide 3-kinase adapter protein 1 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	0	1	1	0	1636736	1636736	     0			
407	a	sp|Q70UQ0|IKIP_HUMAN	Q70UQ0	IKIP_HUMAN	IKBIP	350	28.90	Homo sapiens OX=9606	Inhibitor of nuclear factor kappa-B kinase-interacting protein 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	0	12	12	0	40312839	40312839	     0			
408	a	sp|Q71UM5|RS27L_HUMAN	Q71UM5	RS27L_HUMAN	RPS27L	84	31.00	Homo sapiens OX=9606	40S ribosomal protein S27-like 	1:Experimental evidence at protein level	1.0000	0.9990	4	6	5	0	13	11	0	52383663	33134654	     0			tr|C9JLI6|C9JLI6_HUMAN, tr|H0YMV8|H0YMV8_HUMAN
409	a	sp|Q7L2J0|MEPCE_HUMAN	Q7L2J0	MEPCE_HUMAN	MEPCE	689	11.20	Homo sapiens OX=9606	7SK snRNA methylphosphate capping enzyme 	1:Experimental evidence at protein level	1.0000	0.9987	5	5	5	0	1	1	0	547859	547859	     0			
410	a	sp|Q7L3T8|SYPM_HUMAN	Q7L3T8	SYPM_HUMAN	PARS2	475	8.20	Homo sapiens OX=9606	Probable proline--tRNA ligase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	1	1	0	929406	929406	     0			
411	a	sp|Q7Z2T5|TRM1L_HUMAN	Q7Z2T5	TRM1L_HUMAN	TRMT1L	733	7.00	Homo sapiens OX=9606	TRMT1-like protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	5	5	0	3982462	3982462	     0			
412	a	sp|Q7Z3B4|NUP54_HUMAN	Q7Z3B4	NUP54_HUMAN	NUP54	507	10.30	Homo sapiens OX=9606	Nucleoporin p54 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	2	2	0	4148732	4148732	     0			
413	a	sp|Q7Z3U7|MON2_HUMAN	Q7Z3U7	MON2_HUMAN	MON2	1717	2.10	Homo sapiens OX=9606	Protein MON2 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	0	0	0	     0	     0	     0			tr|A0A286YFF8|A0A286YFF8_HUMAN, tr|F8VZV1|F8VZV1_HUMAN
414	a	sp|Q7Z417|NUFP2_HUMAN	Q7Z417	NUFP2_HUMAN	NUFIP2	695	5.00	Homo sapiens OX=9606	Nuclear fragile X mental retardation-interacting protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	3	3	0	2056511	2056511	     0			
415	a	sp|Q7Z434|MAVS_HUMAN	Q7Z434	MAVS_HUMAN	MAVS	540	39.80	Homo sapiens OX=9606	Mitochondrial antiviral-signaling protein 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	0	13	13	0	11549463	11549463	     0			
416	a	sp|Q7Z5L9|I2BP2_HUMAN	Q7Z5L9	I2BP2_HUMAN	IRF2BP2	587	11.90	Homo sapiens OX=9606	Interferon regulatory factor 2-binding protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	4	0	1	1	0	1672148	1672148	     0			
417	a	sp|Q7Z6Z7|HUWE1_HUMAN	Q7Z6Z7	HUWE1_HUMAN	HUWE1	4374	1.30	Homo sapiens OX=9606	E3 ubiquitin-protein ligase HUWE1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	4	4	0	1901193	1901193	     0			
418	a	sp|Q86SX6|GLRX5_HUMAN	Q86SX6	GLRX5_HUMAN	GLRX5	157	19.10	Homo sapiens OX=9606	Glutaredoxin-related protein 5, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	3	3	0	2375952	2375952	     0			
419	a	sp|Q86UT6|NLRX1_HUMAN	Q86UT6	NLRX1_HUMAN	NLRX1	975	2.30	Homo sapiens OX=9606	NLR family member X1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	1	1	0	682223	682223	     0			
420	a	sp|Q86V48|LUZP1_HUMAN	Q86V48	LUZP1_HUMAN	LUZP1	1076	8.20	Homo sapiens OX=9606	Leucine zipper protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	0	8	8	0	4489221	4489221	     0			
421	a	sp|Q86X51|EZHIP_HUMAN	Q86X51	EZHIP_HUMAN	EZHIP	503	21.30	Homo sapiens OX=9606	EZH inhibitory protein 	1:Experimental evidence at protein level	1.0000	0.9990	10	12	12	0	9	9	0	37819284	37819284	     0			
422	a	sp|Q86XP3|DDX42_HUMAN	Q86XP3	DDX42_HUMAN	DDX42	938	4.40	Homo sapiens OX=9606	ATP-dependent RNA helicase DDX42 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	3	3	0	11331028	11331028	     0			tr|A0A0A0MSJ0|A0A0A0MSJ0_HUMAN
423	a	sp|Q86Y82|STX12_HUMAN	Q86Y82	STX12_HUMAN	STX12	276	15.80	Homo sapiens OX=9606	Syntaxin-12 	1:Experimental evidence at protein level	1.0000	0.9990	2	3	3	0	5	5	0	4620952	4620952	     0			tr|B1AJQ6|B1AJQ6_HUMAN
424	a	sp|Q8IVD9|NUDC3_HUMAN	Q8IVD9	NUDC3_HUMAN	NUDCD3	361	25.50	Homo sapiens OX=9606	NudC domain-containing protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	2	2	0	2050826	2050826	     0			
425	a	sp|Q8IVF2|AHNK2_HUMAN	Q8IVF2	AHNK2_HUMAN	AHNAK2	5795	9.60	Homo sapiens OX=9606	Protein AHNAK2 	1:Experimental evidence at protein level	1.0000	0.9990	7	8	8	0	12	12	0	13915532	13915532	     0			
426	a	sp|Q8IW45|NNRD_HUMAN	Q8IW45	NNRD_HUMAN	NAXD	347	22.20	Homo sapiens OX=9606	ATP-dependent (S)-NAD(P)H-hydrate dehydratase 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	0	4	4	0	4006981	4006981	     0			
427	a	sp|Q8IWA0|WDR75_HUMAN	Q8IWA0	WDR75_HUMAN	WDR75	830	3.60	Homo sapiens OX=9606	WD repeat-containing protein 75 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	1	1	0	2618165	2618165	     0			
428	a	sp|Q8IWB7|WDFY1_HUMAN	Q8IWB7	WDFY1_HUMAN	WDFY1	410	15.40	Homo sapiens OX=9606	WD repeat and FYVE domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	0	0	0	0	     0	     0	     0			tr|A0A494C0A6|A0A494C0A6_HUMAN, tr|C9JJ54|C9JJ54_HUMAN
429	a	sp|Q8IWE2|NXP20_HUMAN	Q8IWE2	NXP20_HUMAN	FAM114A1	563	13.90	Homo sapiens OX=9606	Protein NOXP20 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	0	4	4	0	5513740	5513740	     0			
430	a	sp|Q8IXB1|DJC10_HUMAN	Q8IXB1	DJC10_HUMAN	DNAJC10	793	2.50	Homo sapiens OX=9606	DnaJ homolog subfamily C member 10 	1:Experimental evidence at protein level	1.0000	0.9982	2	2	2	0	0	0	0	     0	     0	     0			
431	a	sp|Q8IXM3|RM41_HUMAN	Q8IXM3	RM41_HUMAN	MRPL41	137	29.90	Homo sapiens OX=9606	39S ribosomal protein L41, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	0	8	8	0	12961631	12961631	     0			
432	a	sp|Q8IXQ6|PARP9_HUMAN	Q8IXQ6	PARP9_HUMAN	PARP9	854	8.80	Homo sapiens OX=9606	Protein mono-ADP-ribosyltransferase PARP9 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	2	2	0	2280660	2280660	     0			tr|G5E9U8|G5E9U8_HUMAN
433	a	sp|Q8IXT5|RB12B_HUMAN	Q8IXT5	RB12B_HUMAN	RBM12B	1001	3.70	Homo sapiens OX=9606	RNA-binding protein 12B 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	0	0	0	     0	     0	     0			tr|B9ZVT1|B9ZVT1_HUMAN
434	a	sp|Q8IY37|DHX37_HUMAN	Q8IY37	DHX37_HUMAN	DHX37	1157	2.30	Homo sapiens OX=9606	Probable ATP-dependent RNA helicase DHX37 	1:Experimental evidence at protein level	1.0000	0.9982	2	2	2	0	0	0	0	     0	     0	     0			tr|F5H3Y4|F5H3Y4_HUMAN
