Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Stripped Peptides	Total Peptide Ions	Unique Peptide Ions	Razor Peptide Ions	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
1021	a	sp|P06730|IF4E_HUMAN	P06730	IF4E_HUMAN	EIF4E	217	25.80	Homo sapiens OX=9606	Eukaryotic translation initiation factor 4E 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	3	0	6	6	0	15496300	15496300	     0	N-term(42.0106)		
1022	c	sp|P13929|ENOB_HUMAN	P13929	ENOB_HUMAN	ENO3	434	10.60	Homo sapiens OX=9606	Beta-enolase 	1:Experimental evidence at protein level	0.9722	0.9990	3	4	1	0	22	3	0	865986472	9600872	     0	10M(15.9949)		
1022	b	tr|A0A2R8Y6G6|A0A2R8Y6G6_HUMAN	A0A2R8Y6G6	A0A2R8Y6G6_HUMAN	ENO1	434	62.40	Homo sapiens OX=9606	Alpha-enolase 	1:Experimental evidence at protein level	1.0000	0.9990	41	73	0	0	274	0	0	1684798848	     0	     0			
1022	a	sp|P06733|ENOA_HUMAN	P06733	ENOA_HUMAN	ENO1	434	66.10	Homo sapiens OX=9606	Alpha-enolase 	1:Experimental evidence at protein level	1.0000	0.9990	43	75	0	0	284	0	0	2101358720	     0	     0			
1023	a	sp|P06737|PYGL_HUMAN	P06737	PYGL_HUMAN	PYGL	847	37.00	Homo sapiens OX=9606	Glycogen phosphorylase, liver form 	1:Experimental evidence at protein level	1.0000	0.9990	31	37	32	0	82	72	0	54439048	35538260	     0			
1023	b	sp|P11217|PYGM_HUMAN	P11217	PYGM_HUMAN	PYGM	842	9.60	Homo sapiens OX=9606	Glycogen phosphorylase, muscle form 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	2	0	13	3	0	44958127	2857235	     0			
1024	a	sp|P06744|G6PI_HUMAN	P06744	G6PI_HUMAN	GPI	558	53.80	Homo sapiens OX=9606	Glucose-6-phosphate isomerase 	1:Experimental evidence at protein level	1.0000	0.9990	26	39	17	0	104	31	0	409242424	75730458	     0			tr|A0A2U3TZU2|A0A2U3TZU2_HUMAN
1025	c	sp|Q96LJ7|DHRS1_HUMAN	Q96LJ7	DHRS1_HUMAN	DHRS1	313	4.50	Homo sapiens OX=9606	Dehydrogenase/reductase SDR family member 1 	1:Experimental evidence at protein level	0.9950	0.9990	2	2	1	0	4	0	0	67871416	     0	     0			
1025	a	sp|P06748|NPM_HUMAN	P06748	NPM_HUMAN	NPM1	294	42.20	Homo sapiens OX=9606	Nucleophosmin 	1:Experimental evidence at protein level	1.0000	0.9990	15	32	30	0	105	98	0	596067832	596067832	     0	1M(15.9949)		
1025	b	sp|P41252|SYIC_HUMAN	P41252	SYIC_HUMAN	IARS	1262	22.40	Homo sapiens OX=9606	Isoleucine--tRNA ligase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	21	26	21	0	54	37	0	101194741	41166258	     0			tr|J3KR24|J3KR24_HUMAN
1026	a	sp|P06865|HEXA_HUMAN	P06865	HEXA_HUMAN	HEXA	529	14.90	Homo sapiens OX=9606	Beta-hexosaminidase subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	7	0	17	15	0	37495307	37495307	     0			tr|H3BP20|H3BP20_HUMAN, tr|H3BS10|H3BS10_HUMAN
1027	a	sp|P07099|HYEP_HUMAN	P07099	HYEP_HUMAN	EPHX1	455	45.90	Homo sapiens OX=9606	Epoxide hydrolase 1 	1:Experimental evidence at protein level	1.0000	0.9990	25	40	26	0	90	49	0	215391272	215391272	     0			
1028	a	sp|P07108|ACBP_HUMAN	P07108	ACBP_HUMAN	DBI	87	80.50	Homo sapiens OX=9606	Acyl-CoA-binding protein 	1:Experimental evidence at protein level	1.0000	0.9990	7	12	12	0	31	31	0	106865166	106865166	     0			
1029	a	sp|P07203|GPX1_HUMAN	P07203	GPX1_HUMAN	GPX1	203	39.60	Homo sapiens OX=9606	Glutathione peroxidase 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	4	0	11	5	0	28306415	5873272	     0			tr|A0A087WUQ6|A0A087WUQ6_HUMAN
1030	b	tr|I3L3U6|I3L3U6_HUMAN	I3L3U6	I3L3U6_HUMAN	P4HB	188	64.40	Homo sapiens OX=9606	Protein disulfide-isomerase (Fragment) 	1:Experimental evidence at protein level	1.0000	0.9990	9	14	1	0	46	0	0	442215752	     0	     0			
1030	a	sp|P07237|PDIA1_HUMAN	P07237	PDIA1_HUMAN	P4HB	508	65.60	Homo sapiens OX=9606	Protein disulfide-isomerase 	1:Experimental evidence at protein level	1.0000	0.9990	37	57	0	0	177	0	0	524834048	     0	     0			
1031	a	sp|P07339|CATD_HUMAN	P07339	CATD_HUMAN	CTSD	412	42.10	Homo sapiens	Cathepsin D 	1:Experimental evidence at protein level	1.0000	0.9990	25	35	11	0	135	0	0	1565448704	     0	     0			tr|A0A1B0GV23|A0A1B0GV23_HUMAN, tr|A0A1B0GVD5|A0A1B0GVD5_HUMAN, tr|A0A1B0GWE8|A0A1B0GWE8_HUMAN
1032	a	sp|P07355|ANXA2_HUMAN	P07355	ANXA2_HUMAN	ANXA2	339	64.90	Homo sapiens OX=9606	Annexin A2 	1:Experimental evidence at protein level	1.0000	0.9990	33	50	4	0	191	7	0	1338832832	494668672	     0			
1033	a	sp|P07384|CAN1_HUMAN	P07384	CAN1_HUMAN	CAPN1	714	27.20	Homo sapiens OX=9606	Calpain-1 catalytic subunit 	1:Experimental evidence at protein level	1.0000	0.9990	14	15	14	0	15	14	0	43128308	35429178	     0			
1034	a	sp|P07602|SAP_HUMAN	P07602	SAP_HUMAN	PSAP	524	5.70	Homo sapiens OX=9606	Prosaposin 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	4	4	0	6684767	6684767	     0			tr|C9JIZ6|C9JIZ6_HUMAN
1035	a	sp|P07686|HEXB_HUMAN	P07686	HEXB_HUMAN	HEXB	556	17.40	Homo sapiens OX=9606	Beta-hexosaminidase subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	11	13	5	0	36	20	0	425805070	417681982	     0			
1036	a	sp|P07737|PROF1_HUMAN	P07737	PROF1_HUMAN	PFN1	140	65.70	Homo sapiens OX=9606	Profilin-1 	1:Experimental evidence at protein level	1.0000	0.9990	9	12	11	0	35	32	0	454832504	454832504	     0			
1037	a	sp|P07741|APT_HUMAN	P07741	APT_HUMAN	APRT	180	56.10	Homo sapiens OX=9606	Adenine phosphoribosyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	10	13	1	0	36	2	0	132393852	23735236	     0			
1038	a	sp|P07814|SYEP_HUMAN	P07814	SYEP_HUMAN	EPRS	1512	29.60	Homo sapiens OX=9606	Bifunctional glutamate/proline--tRNA ligase 	1:Experimental evidence at protein level	1.0000	0.9990	35	40	39	0	79	79	0	195015860	195015860	     0			
1039	a	sp|P07858|CATB_HUMAN	P07858	CATB_HUMAN	CTSB	339	19.80	Homo sapiens OX=9606	Cathepsin B 	1:Experimental evidence at protein level	1.0000	0.9990	8	15	15	0	52	52	0	153533010	153533010	     0	11M(15.9949), 12M(15.9949), 4C(57.0215)		
1040	a	sp|P07902|GALT_HUMAN	P07902	GALT_HUMAN	GALT	379	9.80	Homo sapiens OX=9606	Galactose-1-phosphate uridylyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	2	0	5	4	0	5055828	1639480	     0			
1041	a	sp|P07942|LAMB1_HUMAN	P07942	LAMB1_HUMAN	LAMB1	1786	4.00	Homo sapiens OX=9606	Laminin subunit beta-1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	0	7	7	0	6427695	6427695	     0			tr|G3XAI2|G3XAI2_HUMAN
1042	a	sp|P08133|ANXA6_HUMAN	P08133	ANXA6_HUMAN	ANXA6	673	53.80	Homo sapiens OX=9606	Annexin A6 	1:Experimental evidence at protein level	1.0000	0.9990	38	51	11	0	160	22	0	178707480	103187166	     0			
1042	b	tr|E5RK69|E5RK69_HUMAN	E5RK69	E5RK69_HUMAN	ANXA6	460	57.20	Homo sapiens OX=9606	Annexin 	1:Experimental evidence at protein level	1.0000	0.9990	28	40	3	0	137	8	0	171566884	5450871	     0			
1043	a	sp|P08183|MDR1_HUMAN	P08183	MDR1_HUMAN	ABCB1	1280	9.50	Homo sapiens OX=9606	ATP-dependent translocase ABCB1 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	0	5	5	0	24637714	24637714	     0			
1044	a	sp|P08195|4F2_HUMAN	P08195	4F2_HUMAN	SLC3A2	630	31.70	Homo sapiens OX=9606	4F2 cell-surface antigen heavy chain 	1:Experimental evidence at protein level	1.0000	0.9990	19	22	19	0	43	34	0	76372904	76372904	     0			tr|F5GZS6|F5GZS6_HUMAN, tr|J3KPF3|J3KPF3_HUMAN
1045	a	sp|P08236|BGLR_HUMAN	P08236	BGLR_HUMAN	GUSB	651	30.40	Homo sapiens OX=9606	Beta-glucuronidase 	1:Experimental evidence at protein level	1.0000	0.9990	13	17	17	0	33	33	0	34938577	34938577	     0			
1046	c	sp|P14625|ENPL_HUMAN	P14625	ENPL_HUMAN	HSP90B1	803	47.40	Homo sapiens OX=9606	Endoplasmin 	1:Experimental evidence at protein level	1.0000	0.9990	40	56	48	0	148	120	0	230072056	230072056	     0			
1046	d	sp|Q58FF7|H90B3_HUMAN	Q58FF7	H90B3_HUMAN	HSP90AB3P	597	27.50	Homo sapiens OX=9606	Putative heat shock protein HSP 90-beta-3 	5:Protein uncertain	1.0000	0.9990	26	41	1	0	137	1	0	542004536	7346280	     0			
1046	b	sp|P07900|HS90A_HUMAN	P07900	HS90A_HUMAN	HSP90AA1	732	49.50	Homo sapiens OX=9606	Heat shock protein HSP 90-alpha 	1:Experimental evidence at protein level	1.0000	0.9990	45	73	34	0	234	92	0	740384080	292138344	     0	10M(15.9949)		
1046	a	sp|P08238|HS90B_HUMAN	P08238	HS90B_HUMAN	HSP90AB1	724	50.00	Homo sapiens OX=9606	Heat shock protein HSP 90-beta 	1:Experimental evidence at protein level	1.0000	0.9990	45	74	21	0	252	65	0	740384080	229508496	     0	10M(15.9949)		
1047	a	sp|P08243|ASNS_HUMAN	P08243	ASNS_HUMAN	ASNS	561	8.00	Homo sapiens OX=9606	Asparagine synthetase [glutamine-hydrolyzing] 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	2	0	3	2	0	8607486	5132371	     0			
1048	a	sp|P08473|NEP_HUMAN	P08473	NEP_HUMAN	MME	750	15.70	Homo sapiens OX=9606	Neprilysin 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	9	0	17	16	0	64335370	64335370	     0			
1049	a	sp|P08559|ODPA_HUMAN	P08559	ODPA_HUMAN	PDHA1	390	47.40	Homo sapiens OX=9606	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	21	24	17	0	41	30	0	116774504	57161450	     0			
1050	a	sp|P08621|RU17_HUMAN	P08621	RU17_HUMAN	SNRNP70	437	13.30	Homo sapiens OX=9606	U1 small nuclear ribonucleoprotein 70 kDa 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	6	0	10	8	0	5003225	3037875	     0			
1051	a	sp|P08648|ITA5_HUMAN	P08648	ITA5_HUMAN	ITGA5	1049	9.00	Homo sapiens OX=9606	Integrin alpha-5 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	0	9	9	0	8159080	8159080	     0			
1052	a	sp|P08708|RS17_HUMAN	P08708	RS17_HUMAN	RPS17	135	51.10	Homo sapiens OX=9606	40S ribosomal protein S17 	1:Experimental evidence at protein level	1.0000	0.9990	8	12	10	0	26	23	0	114806066	114806066	     0			tr|H3BNC9|H3BNC9_HUMAN
1053	a	sp|P08758|ANXA5_HUMAN	P08758	ANXA5_HUMAN	ANXA5	320	63.10	Homo sapiens	Annexin A5 	1:Experimental evidence at protein level	1.0000	0.9990	24	36	3	0	91	11	0	924788736	133906292	     0			
1054	a	sp|P08865|RSSA_HUMAN	P08865	RSSA_HUMAN	RPSA	295	57.00	Homo sapiens OX=9606	40S ribosomal protein SA 	1:Experimental evidence at protein level	1.0000	0.9990	14	17	17	0	42	42	0	314096728	314096728	     0	N-term(42.0106)		tr|A0A0C4DG17|A0A0C4DG17_HUMAN, tr|C9J9K3|C9J9K3_HUMAN
1055	a	sp|P09001|RM03_HUMAN	P09001	RM03_HUMAN	MRPL3	348	25.90	Homo sapiens OX=9606	39S ribosomal protein L3, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	4	0	9	5	0	11872750	9349883	     0			tr|E7ETU7|E7ETU7_HUMAN, tr|H0Y9G6|H0Y9G6_HUMAN
1056	a	sp|P09012|SNRPA_HUMAN	P09012	SNRPA_HUMAN	SNRPA	282	37.20	Homo sapiens OX=9606	U1 small nuclear ribonucleoprotein A 	1:Experimental evidence at protein level	1.0000	0.9990	8	10	1	0	26	2	0	48283877	1201947	     0			
1057	a	sp|P09110|THIK_HUMAN	P09110	THIK_HUMAN	ACAA1	424	46.50	Homo sapiens OX=9606	3-ketoacyl-CoA thiolase, peroxisomal 	1:Experimental evidence at protein level	1.0000	0.9990	17	26	0	0	86	0	0	168959896	     0	     0			
1058	b	sp|P08263|GSTA1_HUMAN	P08263	GSTA1_HUMAN	GSTA1	222	56.80	Homo sapiens	Glutathione S-transferase A1 	1:Experimental evidence at protein level	1.0000	0.9990	15	20	1	0	56	0	0	1157434592	     0	     0			
1058	a	sp|P09210|GSTA2_HUMAN	P09210	GSTA2_HUMAN	GSTA2	222	56.80	Homo sapiens OX=9606	Glutathione S-transferase A2 	1:Experimental evidence at protein level	1.0000	0.9990	15	20	1	0	59	3	0	1157434592	58463284	     0			
1059	a	sp|P09234|RU1C_HUMAN	P09234	RU1C_HUMAN	SNRPC	159	13.20	Homo sapiens OX=9606	U1 small nuclear ribonucleoprotein C 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	2	2	0	13281908	13281908	     0			tr|A0A0A0MRR7|A0A0A0MRR7_HUMAN
1060	a	sp|P09382|LEG1_HUMAN	P09382	LEG1_HUMAN	LGALS1	135	41.50	Homo sapiens OX=9606	Galectin-1 	1:Experimental evidence at protein level	1.0000	0.9990	7	8	8	0	9	9	0	31298602	31298602	     0			
1061	a	sp|P09417|DHPR_HUMAN	P09417	DHPR_HUMAN	QDPR	244	39.30	Homo sapiens OX=9606	Dihydropteridine reductase 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	3	0	15	3	0	24005683	15011546	     0	6C(57.0215)		
1062	a	sp|P09429|HMGB1_HUMAN	P09429	HMGB1_HUMAN	HMGB1	215	39.10	Homo sapiens OX=9606	High mobility group protein B1 	1:Experimental evidence at protein level	1.0000	0.9990	12	18	10	0	53	31	0	188252272	112771242	     0			
1063	a	sp|P09496|CLCA_HUMAN	P09496	CLCA_HUMAN	CLTA	248	15.30	Homo sapiens OX=9606	Clathrin light chain A 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	3	0	6	5	0	14138498	11743544	     0			
1064	a	sp|P09497|CLCB_HUMAN	P09497	CLCB_HUMAN	CLTB	229	14.40	Homo sapiens OX=9606	Clathrin light chain B 	1:Experimental evidence at protein level	1.0000	0.9988	4	4	4	0	6	6	0	8477778	8477778	     0			
1065	a	sp|P09525|ANXA4_HUMAN	P09525	ANXA4_HUMAN	ANXA4	319	64.30	Homo sapiens OX=9606	Annexin A4 	1:Experimental evidence at protein level	1.0000	0.9990	20	29	16	0	72	41	0	245384772	207768604	     0			
1066	a	sp|P09543|CN37_HUMAN	P09543	CN37_HUMAN	CNP	421	20.40	Homo sapiens OX=9606	2',3'-cyclic-nucleotide 3'-phosphodiesterase 	1:Experimental evidence at protein level	1.0000	0.9990	9	10	9	0	7	5	0	15635836	11684700	     0			
1067	a	sp|P09601|HMOX1_HUMAN	P09601	HMOX1_HUMAN	HMOX1	288	14.60	Homo sapiens OX=9606	Heme oxygenase 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	0	0	0	     0	     0	     0			
1068	a	sp|P09622|DLDH_HUMAN	P09622	DLDH_HUMAN	DLD	509	29.80	Homo sapiens OX=9606	Dihydrolipoyl dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	11	14	14	0	33	33	0	41799276	41799276	     0			tr|E9PEX6|E9PEX6_HUMAN
1069	a	sp|P09661|RU2A_HUMAN	P09661	RU2A_HUMAN	SNRPA1	255	36.10	Homo sapiens OX=9606	U2 small nuclear ribonucleoprotein A' 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	3	0	17	4	0	25434042	6938089	     0			
1070	a	sp|P09668|CATH_HUMAN	P09668	CATH_HUMAN	CTSH	335	9.30	Homo sapiens OX=9606	Pro-cathepsin H 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	6	6	0	10734814	10734814	     0			tr|A0A087X0D5|A0A087X0D5_HUMAN
1071	a	sp|P09874|PARP1_HUMAN	P09874	PARP1_HUMAN	PARP1	1014	40.50	Homo sapiens OX=9606	Poly [ADP-ribose] polymerase 1 	1:Experimental evidence at protein level	1.0000	0.9990	33	40	40	0	88	88	0	45863803	45863803	     0			
1072	a	sp|P09960|LKHA4_HUMAN	P09960	LKHA4_HUMAN	LTA4H	611	38.30	Homo sapiens OX=9606	Leukotriene A-4 hydrolase 	1:Experimental evidence at protein level	1.0000	0.9990	17	21	21	0	45	45	0	70304361	70304361	     0			
1073	a	sp|P0C0L4|CO4A_HUMAN	P0C0L4	CO4A_HUMAN	C4A	1744	13.70	Homo sapiens OX=9606	Complement C4-A 	1:Experimental evidence at protein level	1.0000	0.9990	17	17	15	0	9	5	0	42535724	40905488	     0			tr|A0A0G2JL54|A0A0G2JL54_HUMAN, tr|A0A0G2JPR0|A0A0G2JPR0_HUMAN, tr|A0A140TA29|A0A140TA29_HUMAN, tr|A0A140TA32|A0A140TA32_HUMAN, tr|A0A140TA44|A0A140TA44_HUMAN, tr|A0A140TA49|A0A140TA49_HUMAN
1074	a	sp|P0C0S5|H2AZ_HUMAN	P0C0S5	H2AZ_HUMAN	H2AZ1	128	53.90	Homo sapiens OX=9606	Histone H2A.Z 	1:Experimental evidence at protein level	1.0000	0.9990	7	9	5	0	39	10	0	2651050496	97724174	     0			sp|Q71UI9|H2AV_HUMAN
1075	a	sp|P0CG47|UBB_HUMAN	P0CG47	UBB_HUMAN	UBB	229	64.40	Homo sapiens OX=9606	Polyubiquitin-B 	1:Experimental evidence at protein level	1.0000	0.9990	7	11	7	0	65	12	0	511255760	348221093	     0			sp|P0CG48|UBC_HUMAN, sp|P62979|RS27A_HUMAN, sp|P62987|RL40_HUMAN, tr|B4DV12|B4DV12_HUMAN, tr|F5GXK7|F5GXK7_HUMAN, tr|F5GYU3|F5GYU3_HUMAN, tr|F5H265|F5H265_HUMAN, tr|F5H2Z3|F5H2Z3_HUMAN, tr|F5H388|F5H388_HUMAN, tr|F5H6Q2|F5H6Q2_HUMAN, tr|F5H747|F5H747_HUMAN, tr|J3QKN0|J3QKN0_HUMAN, tr|J3QS39|J3QS39_HUMAN, tr|J3QTR3|J3QTR3_HUMAN, tr|Q5PY61|Q5PY61_HUMAN, tr|Q96C32|Q96C32_HUMAN
1076	a	sp|P0DJI8|SAA1_HUMAN	P0DJI8	SAA1_HUMAN	SAA1	122	43.40	Homo sapiens OX=9606	Serum amyloid A-1 protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	2	2	0	4632326	4632326	     0			
1077	a	sp|P0DN79|CBSL_HUMAN	P0DN79	CBSL_HUMAN	CBSL	551	16.30	Homo sapiens OX=9606	Cystathionine beta-synthase-like protein 	1:Experimental evidence at protein level	1.0000	0.9990	7	9	9	0	16	16	0	18790132	18790132	     0			sp|P35520|CBS_HUMAN
1078	a	sp|P0DP23|CALM1_HUMAN	P0DP23	CALM1_HUMAN	CALM1	149	38.30	Homo sapiens OX=9606	Calmodulin-1 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	2	0	8	0	0	13643383	     0	     0			sp|P0DP24|CALM2_HUMAN, sp|P0DP25|CALM3_HUMAN
1079	a	sp|P10155|RO60_HUMAN	P10155	RO60_HUMAN	RO60	538	10.00	Homo sapiens OX=9606	60 kDa SS-A/Ro ribonucleoprotein 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	0	1	1	0	1390467	1390467	     0			
1080	a	sp|P10253|LYAG_HUMAN	P10253	LYAG_HUMAN	GAA	952	24.80	Homo sapiens OX=9606	Lysosomal alpha-glucosidase 	1:Experimental evidence at protein level	1.0000	0.9990	18	24	24	0	60	60	0	85127350	85127350	     0			
1081	a	sp|P10301|RRAS_HUMAN	P10301	RRAS_HUMAN	RRAS	218	51.80	Homo sapiens OX=9606	Ras-related protein R-Ras 	1:Experimental evidence at protein level	1.0000	0.9990	9	13	11	0	24	18	0	49190764	48854029	     0			
1081	b	sp|P62070|RRAS2_HUMAN	P62070	RRAS2_HUMAN	RRAS2	204	37.70	Homo sapiens OX=9606	Ras-related protein R-Ras2 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	4	0	18	12	0	30410546	17715408	     0			
1082	a	sp|P10515|ODP2_HUMAN	P10515	ODP2_HUMAN	DLAT	647	34.90	Homo sapiens OX=9606	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	16	23	23	0	43	43	0	186742068	186742068	     0	10M(15.9949), 9M(15.9949)		tr|H0YDD4|H0YDD4_HUMAN
1083	a	sp|P10619|PPGB_HUMAN	P10619	PPGB_HUMAN	CTSA	480	12.70	Homo sapiens OX=9606	Lysosomal protective protein 	1:Experimental evidence at protein level	1.0000	0.9990	6	10	10	0	31	31	0	69735429	69735429	     0			tr|X6R5C5|X6R5C5_HUMAN, tr|X6R8A1|X6R8A1_HUMAN
1084	a	sp|P10620|MGST1_HUMAN	P10620	MGST1_HUMAN	MGST1	155	34.20	Homo sapiens OX=9606	Microsomal glutathione S-transferase 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	6	6	0	15	15	0	176315898	176315898	     0	1M(15.9949)		
1085	a	sp|P10644|KAP0_HUMAN	P10644	KAP0_HUMAN	PRKAR1A	381	19.70	Homo sapiens OX=9606	cAMP-dependent protein kinase type I-alpha regulatory subunit 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	2	0	14	4	0	26433365	8654815	     0			
1086	a	sp|P10768|ESTD_HUMAN	P10768	ESTD_HUMAN	ESD	282	23.30	Homo sapiens OX=9606	S-formylglutathione hydrolase 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	4	0	22	13	0	41560612	19871552	     0			tr|X6RA14|X6RA14_HUMAN
1087	a	sp|P10809|CH60_HUMAN	P10809	CH60_HUMAN	HSPD1	573	75.70	Homo sapiens OX=9606	60 kDa heat shock protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	70	129	80	0	419	249	0	2093752768	1737891136	     0	12M(15.9949), 13M(15.9949), 20M(15.9949), 2M(15.9949), 32M(15.9949)		
1088	a	sp|P10909|CLUS_HUMAN	P10909	CLUS_HUMAN	CLU	449	29.00	Homo sapiens OX=9606	Clusterin 	1:Experimental evidence at protein level	1.0000	0.9990	10	13	3	0	18	2	0	47705526	10786557	     0			
1089	a	sp|P11021|BIP_HUMAN	P11021	BIP_HUMAN	HSPA5	654	54.00	Homo sapiens OX=9606	Endoplasmic reticulum chaperone BiP 	1:Experimental evidence at protein level	1.0000	0.9990	42	71	68	0	247	226	0	692518816	480322400	     0			
1090	a	sp|P11117|PPAL_HUMAN	P11117	PPAL_HUMAN	ACP2	423	11.80	Homo sapiens OX=9606	Lysosomal acid phosphatase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	2	0	5	0	0	9055714	     0	     0			tr|A0A5F9ZH82|A0A5F9ZH82_HUMAN, tr|A0A5F9ZHR7|A0A5F9ZHR7_HUMAN, tr|E9PHY0|E9PHY0_HUMAN, tr|E9PQY3|E9PQY3_HUMAN
1091	a	sp|P11137|MTAP2_HUMAN	P11137	MTAP2_HUMAN	MAP2	1827	10.20	Homo sapiens OX=9606	Microtubule-associated protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	13	15	12	0	36	30	0	46832989	46832989	     0			
1091	b	tr|H7BZB9|H7BZB9_HUMAN	H7BZB9	H7BZB9_HUMAN	MAP2	208	15.90	Homo sapiens OX=9606	Microtubule-associated protein 2 (Fragment) 	1:Experimental evidence at protein level	0.9992	0.9990	2	2	1	0	7	2	0	10479128	1790654	     0			
1092	a	sp|P11142|HSP7C_HUMAN	P11142	HSP7C_HUMAN	HSPA8	646	62.70	Homo sapiens OX=9606	Heat shock cognate 71 kDa protein 	1:Experimental evidence at protein level	1.0000	0.9990	45	72	0	0	256	0	0	787273536	     0	     0			
1092	c	sp|P17066|HSP76_HUMAN	P17066	HSP76_HUMAN	HSPA6	643	17.30	Homo sapiens OX=9606	Heat shock 70 kDa protein 6 	1:Experimental evidence at protein level	1.0000	0.9990	13	15	1	0	52	0	0	614088088	     0	     0			
1092	b	sp|P0DMV8|HS71A_HUMAN	P0DMV8	HS71A_HUMAN	HSPA1A	641	55.90	Homo sapiens OX=9606	Heat shock 70 kDa protein 1A 	1:Experimental evidence at protein level	1.0000	0.9990	35	48	32	0	139	68	0	634454560	228814456	     0			sp|P0DMV9|HS71B_HUMAN, tr|A0A0G2JIW1|A0A0G2JIW1_HUMAN
1093	a	sp|P11172|UMPS_HUMAN	P11172	UMPS_HUMAN	UMPS	480	19.60	Homo sapiens OX=9606	Uridine 5'-monophosphate synthase 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	5	0	5	5	0	10854474	10854474	     0			
1094	a	sp|P11177|ODPB_HUMAN	P11177	ODPB_HUMAN	PDHB	359	46.80	Homo sapiens OX=9606	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	13	22	8	0	47	19	0	168451696	140145872	     0			
1095	a	sp|P11182|ODB2_HUMAN	P11182	ODB2_HUMAN	DBT	482	24.30	Homo sapiens OX=9606	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	9	12	12	0	22	22	0	24211238	24211238	     0	9M(15.9949)		
1096	a	sp|P11216|PYGB_HUMAN	P11216	PYGB_HUMAN	PYGB	843	24.30	Homo sapiens OX=9606	Glycogen phosphorylase, brain form 	1:Experimental evidence at protein level	1.0000	0.9990	17	21	17	0	36	26	0	58352173	30605564	     0			
1097	a	sp|P11234|RALB_HUMAN	P11234	RALB_HUMAN	RALB	206	31.10	Homo sapiens OX=9606	Ras-related protein Ral-B 	1:Experimental evidence at protein level	1.0000	0.9990	9	12	3	0	26	8	0	38893884	6934479	     0			
1097	b	sp|P11233|RALA_HUMAN	P11233	RALA_HUMAN	RALA	206	25.20	Homo sapiens OX=9606	Ras-related protein Ral-A 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	3	0	18	10	0	43613007	23459611	     0			
1098	a	sp|P11310|ACADM_HUMAN	P11310	ACADM_HUMAN	ACADM	421	55.80	Homo sapiens OX=9606	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	21	27	21	0	58	36	0	70347938	43179642	     0	10C(57.0215), 6M(15.9949), 7C(57.0215)		tr|Q5T4U5|Q5T4U5_HUMAN
