Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Stripped Peptides	Total Peptide Ions	Unique Peptide Ions	Razor Peptide Ions	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
1068	a	sp|P09622|DLDH_HUMAN	P09622	DLDH_HUMAN	DLD	509	29.80	Homo sapiens OX=9606	Dihydrolipoyl dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	11	14	14	0	40	40	0	40442860	40442860	     0	15M(15.9949)		tr|E9PEX6|E9PEX6_HUMAN
1069	a	sp|P09661|RU2A_HUMAN	P09661	RU2A_HUMAN	SNRPA1	255	36.10	Homo sapiens OX=9606	U2 small nuclear ribonucleoprotein A' 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	3	0	19	4	0	22447430	4031163	     0			
1070	a	sp|P09668|CATH_HUMAN	P09668	CATH_HUMAN	CTSH	335	9.30	Homo sapiens OX=9606	Pro-cathepsin H 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	5	5	0	5164181	5164181	     0			tr|A0A087X0D5|A0A087X0D5_HUMAN
1071	a	sp|P09874|PARP1_HUMAN	P09874	PARP1_HUMAN	PARP1	1014	40.50	Homo sapiens OX=9606	Poly [ADP-ribose] polymerase 1 	1:Experimental evidence at protein level	1.0000	0.9990	33	40	40	0	94	94	0	48248068	48248068	     0			
1072	a	sp|P09960|LKHA4_HUMAN	P09960	LKHA4_HUMAN	LTA4H	611	38.30	Homo sapiens OX=9606	Leukotriene A-4 hydrolase 	1:Experimental evidence at protein level	1.0000	0.9990	17	21	21	0	25	25	0	27305719	27305719	     0			
1073	a	sp|P0C0L4|CO4A_HUMAN	P0C0L4	CO4A_HUMAN	C4A	1744	13.70	Homo sapiens OX=9606	Complement C4-A 	1:Experimental evidence at protein level	1.0000	0.9990	17	17	15	0	4	1	0	3740191	1151428	     0			tr|A0A0G2JL54|A0A0G2JL54_HUMAN, tr|A0A0G2JPR0|A0A0G2JPR0_HUMAN, tr|A0A140TA29|A0A140TA29_HUMAN, tr|A0A140TA32|A0A140TA32_HUMAN, tr|A0A140TA44|A0A140TA44_HUMAN, tr|A0A140TA49|A0A140TA49_HUMAN
1074	a	sp|P0C0S5|H2AZ_HUMAN	P0C0S5	H2AZ_HUMAN	H2AZ1	128	53.90	Homo sapiens OX=9606	Histone H2A.Z 	1:Experimental evidence at protein level	1.0000	0.9990	7	9	4	0	51	12	0	2136499016	90106275	     0			sp|Q71UI9|H2AV_HUMAN
1075	a	sp|P0CG47|UBB_HUMAN	P0CG47	UBB_HUMAN	UBB	229	64.40	Homo sapiens OX=9606	Polyubiquitin-B 	1:Experimental evidence at protein level	1.0000	0.9990	7	11	6	0	63	12	0	545493988	266319200	     0			sp|P0CG48|UBC_HUMAN, sp|P62979|RS27A_HUMAN, sp|P62987|RL40_HUMAN, tr|B4DV12|B4DV12_HUMAN, tr|F5GXK7|F5GXK7_HUMAN, tr|F5GYU3|F5GYU3_HUMAN, tr|F5H265|F5H265_HUMAN, tr|F5H2Z3|F5H2Z3_HUMAN, tr|F5H388|F5H388_HUMAN, tr|F5H6Q2|F5H6Q2_HUMAN, tr|F5H747|F5H747_HUMAN, tr|J3QKN0|J3QKN0_HUMAN, tr|J3QS39|J3QS39_HUMAN, tr|J3QTR3|J3QTR3_HUMAN, tr|Q5PY61|Q5PY61_HUMAN, tr|Q96C32|Q96C32_HUMAN
1076	a	sp|P0DJI8|SAA1_HUMAN	P0DJI8	SAA1_HUMAN	SAA1	122	43.40	Homo sapiens OX=9606	Serum amyloid A-1 protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	1	1	0	3381031	3381031	     0			
1077	a	sp|P0DN79|CBSL_HUMAN	P0DN79	CBSL_HUMAN	CBSL	551	16.30	Homo sapiens OX=9606	Cystathionine beta-synthase-like protein 	1:Experimental evidence at protein level	1.0000	0.9990	7	9	9	0	11	11	0	11957463	11957463	     0			sp|P35520|CBS_HUMAN
1078	a	sp|P0DP23|CALM1_HUMAN	P0DP23	CALM1_HUMAN	CALM1	149	38.30	Homo sapiens OX=9606	Calmodulin-1 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	3	0	6	0	0	10613704	     0	     0			sp|P0DP24|CALM2_HUMAN, sp|P0DP25|CALM3_HUMAN
1079	a	sp|P10155|RO60_HUMAN	P10155	RO60_HUMAN	RO60	538	10.00	Homo sapiens OX=9606	60 kDa SS-A/Ro ribonucleoprotein 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	0	6	6	0	6242221	6242221	     0			
1080	a	sp|P10253|LYAG_HUMAN	P10253	LYAG_HUMAN	GAA	952	24.80	Homo sapiens OX=9606	Lysosomal alpha-glucosidase 	1:Experimental evidence at protein level	1.0000	0.9990	18	24	24	0	69	69	0	81206780	81206780	     0			
1081	a	sp|P10301|RRAS_HUMAN	P10301	RRAS_HUMAN	RRAS	218	51.80	Homo sapiens OX=9606	Ras-related protein R-Ras 	1:Experimental evidence at protein level	1.0000	0.9990	9	13	11	0	24	19	0	48412964	43240648	     0			
1081	b	sp|P62070|RRAS2_HUMAN	P62070	RRAS2_HUMAN	RRAS2	204	37.70	Homo sapiens OX=9606	Ras-related protein R-Ras2 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	4	0	14	9	0	29428614	13550490	     0			
1082	a	sp|P10515|ODP2_HUMAN	P10515	ODP2_HUMAN	DLAT	647	34.90	Homo sapiens OX=9606	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	16	23	23	0	58	58	0	157592028	157592028	     0	10M(15.9949), 9M(15.9949)		tr|H0YDD4|H0YDD4_HUMAN
1083	a	sp|P10619|PPGB_HUMAN	P10619	PPGB_HUMAN	CTSA	480	12.70	Homo sapiens OX=9606	Lysosomal protective protein 	1:Experimental evidence at protein level	1.0000	0.9990	6	10	10	0	30	30	0	45706938	45706938	     0			tr|X6R5C5|X6R5C5_HUMAN, tr|X6R8A1|X6R8A1_HUMAN
1084	a	sp|P10620|MGST1_HUMAN	P10620	MGST1_HUMAN	MGST1	155	34.20	Homo sapiens OX=9606	Microsomal glutathione S-transferase 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	6	6	0	16	16	0	219030636	219030636	     0	1M(15.9949), 4M(15.9949)		
1085	a	sp|P10644|KAP0_HUMAN	P10644	KAP0_HUMAN	PRKAR1A	381	19.70	Homo sapiens OX=9606	cAMP-dependent protein kinase type I-alpha regulatory subunit 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	2	0	16	5	0	16736504	4838089	     0			
1086	a	sp|P10768|ESTD_HUMAN	P10768	ESTD_HUMAN	ESD	282	23.30	Homo sapiens OX=9606	S-formylglutathione hydrolase 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	3	0	19	11	0	37217414	16487958	     0			tr|X6RA14|X6RA14_HUMAN
1087	a	sp|P10809|CH60_HUMAN	P10809	CH60_HUMAN	HSPD1	573	75.70	Homo sapiens OX=9606	60 kDa heat shock protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	70	129	80	0	459	273	0	1578247520	1295833600	     0	12M(15.9949), 13M(15.9949), 20M(15.9949), 2M(15.9949), 32M(15.9949), 35M(15.9949), 38M(15.9949), 42M(15.9949), 7M(15.9949)		
1088	a	sp|P10909|CLUS_HUMAN	P10909	CLUS_HUMAN	CLU	449	29.00	Homo sapiens OX=9606	Clusterin 	1:Experimental evidence at protein level	1.0000	0.9990	10	13	3	0	16	0	0	22879594	     0	     0			
1089	a	sp|P11021|BIP_HUMAN	P11021	BIP_HUMAN	HSPA5	654	54.00	Homo sapiens OX=9606	Endoplasmic reticulum chaperone BiP 	1:Experimental evidence at protein level	1.0000	0.9990	42	71	68	0	238	216	0	536376048	380350960	     0			
1090	a	sp|P11117|PPAL_HUMAN	P11117	PPAL_HUMAN	ACP2	423	11.80	Homo sapiens OX=9606	Lysosomal acid phosphatase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	1	0	5	0	0	9523610	     0	     0			tr|A0A5F9ZH82|A0A5F9ZH82_HUMAN, tr|A0A5F9ZHR7|A0A5F9ZHR7_HUMAN, tr|E9PHY0|E9PHY0_HUMAN, tr|E9PQY3|E9PQY3_HUMAN
1091	a	sp|P11137|MTAP2_HUMAN	P11137	MTAP2_HUMAN	MAP2	1827	10.20	Homo sapiens OX=9606	Microtubule-associated protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	13	15	12	0	26	22	0	31347354	31347354	     0			
1091	b	tr|H7BZB9|H7BZB9_HUMAN	H7BZB9	H7BZB9_HUMAN	MAP2	208	15.90	Homo sapiens OX=9606	Microtubule-associated protein 2 (Fragment) 	1:Experimental evidence at protein level	0.9992	0.9990	2	2	1	0	3	0	0	7149578	     0	     0			
1092	a	sp|P11142|HSP7C_HUMAN	P11142	HSP7C_HUMAN	HSPA8	646	62.70	Homo sapiens OX=9606	Heat shock cognate 71 kDa protein 	1:Experimental evidence at protein level	1.0000	0.9990	45	72	0	0	251	0	0	571657136	     0	     0			
1092	c	sp|P17066|HSP76_HUMAN	P17066	HSP76_HUMAN	HSPA6	643	17.30	Homo sapiens OX=9606	Heat shock 70 kDa protein 6 	1:Experimental evidence at protein level	1.0000	0.9990	13	15	1	0	45	0	0	437448360	     0	     0			
1092	b	sp|P0DMV8|HS71A_HUMAN	P0DMV8	HS71A_HUMAN	HSPA1A	641	55.90	Homo sapiens OX=9606	Heat shock 70 kDa protein 1A 	1:Experimental evidence at protein level	1.0000	0.9990	35	48	34	0	135	68	0	480829208	153867360	     0			sp|P0DMV9|HS71B_HUMAN, tr|A0A0G2JIW1|A0A0G2JIW1_HUMAN
1093	a	sp|P11172|UMPS_HUMAN	P11172	UMPS_HUMAN	UMPS	480	19.60	Homo sapiens OX=9606	Uridine 5'-monophosphate synthase 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	5	0	7	6	0	8987904	8603604	     0			
1094	a	sp|P11177|ODPB_HUMAN	P11177	ODPB_HUMAN	PDHB	359	46.80	Homo sapiens OX=9606	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	13	22	8	0	47	22	0	167590480	150666872	     0			
1095	a	sp|P11182|ODB2_HUMAN	P11182	ODB2_HUMAN	DBT	482	24.30	Homo sapiens OX=9606	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	9	12	12	0	25	25	0	21691048	21691048	     0	9M(15.9949)		
1096	a	sp|P11216|PYGB_HUMAN	P11216	PYGB_HUMAN	PYGB	843	24.30	Homo sapiens OX=9606	Glycogen phosphorylase, brain form 	1:Experimental evidence at protein level	1.0000	0.9990	17	21	17	0	37	31	0	42877293	19142938	     0			
1097	a	sp|P11234|RALB_HUMAN	P11234	RALB_HUMAN	RALB	206	31.10	Homo sapiens OX=9606	Ras-related protein Ral-B 	1:Experimental evidence at protein level	1.0000	0.9990	9	12	3	0	21	9	0	28078251	7031893	     0			
1097	b	sp|P11233|RALA_HUMAN	P11233	RALA_HUMAN	RALA	206	25.20	Homo sapiens OX=9606	Ras-related protein Ral-A 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	3	0	19	13	0	33180296	19067970	     0			
1098	a	sp|P11310|ACADM_HUMAN	P11310	ACADM_HUMAN	ACADM	421	55.80	Homo sapiens OX=9606	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	21	27	20	0	57	39	0	46559186	38773481	     0			tr|Q5T4U5|Q5T4U5_HUMAN
1099	a	sp|P11387|TOP1_HUMAN	P11387	TOP1_HUMAN	TOP1	765	18.80	Homo sapiens OX=9606	DNA topoisomerase 1 	1:Experimental evidence at protein level	1.0000	0.9990	13	16	16	0	28	28	0	24037058	24037058	     0	N-term(42.0106)		
1100	a	sp|P11413|G6PD_HUMAN	P11413	G6PD_HUMAN	G6PD	515	52.20	Homo sapiens OX=9606	Glucose-6-phosphate 1-dehydrogenase 	1:Experimental evidence at protein level	1.0000	0.9990	30	46	22	0	149	62	0	287050400	273906592	     0	4M(15.9949), 9M(15.9949)		
1101	a	sp|P11498|PYC_HUMAN	P11498	PYC_HUMAN	PC	1178	37.40	Homo sapiens OX=9606	Pyruvate carboxylase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	32	40	20	0	94	39	0	51344167	27394216	     0			
1102	a	sp|P11586|C1TC_HUMAN	P11586	C1TC_HUMAN	MTHFD1	935	37.50	Homo sapiens OX=9606	C-1-tetrahydrofolate synthase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	31	36	20	0	64	16	0	68032306	12912354	     0			tr|A0A384N5Y3|A0A384N5Y3_HUMAN, tr|F5H2F4|F5H2F4_HUMAN, tr|V9GYY3|V9GYY3_HUMAN
1103	a	sp|P11717|MPRI_HUMAN	P11717	MPRI_HUMAN	IGF2R	2491	2.20	Homo sapiens OX=9606	Cation-independent mannose-6-phosphate receptor 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	0	4	4	0	10813638	10813638	     0			
1104	a	sp|P11766|ADHX_HUMAN	P11766	ADHX_HUMAN	ADH5	374	37.70	Homo sapiens OX=9606	Alcohol dehydrogenase class-3 	1:Experimental evidence at protein level	1.0000	0.9990	11	15	12	0	22	16	0	41037078	34920436	     0			
1105	b	sp|P60891|PRPS1_HUMAN	P60891	PRPS1_HUMAN	PRPS1	318	21.10	Homo sapiens OX=9606	Ribose-phosphate pyrophosphokinase 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	3	0	3	0	0	15734404	     0	     0			tr|B1ALA9|B1ALA9_HUMAN
1105	a	sp|P11908|PRPS2_HUMAN	P11908	PRPS2_HUMAN	PRPS2	318	35.50	Homo sapiens OX=9606	Ribose-phosphate pyrophosphokinase 2 	1:Experimental evidence at protein level	1.0000	0.9990	9	11	7	0	16	14	0	19599800	10761925	     0			
1106	a	sp|P11940|PABP1_HUMAN	P11940	PABP1_HUMAN	PABPC1	636	37.10	Homo sapiens OX=9606	Polyadenylate-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	22	28	0	0	68	0	0	76937510	     0	     0			
1106	b	sp|Q13310|PABP4_HUMAN	Q13310	PABP4_HUMAN	PABPC4	644	32.50	Homo sapiens OX=9606	Polyadenylate-binding protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	20	24	8	0	57	2	0	75395384	17754064	     0			tr|B1ANR0|B1ANR0_HUMAN
1107	a	sp|P12081|SYHC_HUMAN	P12081	SYHC_HUMAN	HARS	509	21.80	Homo sapiens	Histidine--tRNA ligase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	10	11	0	0	13	0	0	15214587	     0	     0			
1107	b	sp|P49590|SYHM_HUMAN	P49590	SYHM_HUMAN	HARS2	506	13.70	Homo sapiens OX=9606	Probable histidine--tRNA ligase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	2	0	12	0	0	11352680	     0	     0			tr|A0A2R8Y3N3|A0A2R8Y3N3_HUMAN
1108	a	sp|P12268|IMDH2_HUMAN	P12268	IMDH2_HUMAN	IMPDH2	514	25.10	Homo sapiens OX=9606	Inosine-5'-monophosphate dehydrogenase 2 	1:Experimental evidence at protein level	1.0000	0.9990	9	12	12	0	19	19	0	14857726	14857726	     0			tr|H0Y4R1|H0Y4R1_HUMAN
1109	a	sp|P12270|TPR_HUMAN	P12270	TPR_HUMAN	TPR	2363	24.30	Homo sapiens OX=9606	Nucleoprotein TPR 	1:Experimental evidence at protein level	1.0000	0.9990	41	43	43	0	73	73	0	28336752	28336752	     0	N-term(42.0106)		
1110	a	sp|P12277|KCRB_HUMAN	P12277	KCRB_HUMAN	CKB	381	12.40	Homo sapiens OX=9606	Creatine kinase B-type 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	0	0	0	     0	     0	     0			tr|G3V4N7|G3V4N7_HUMAN
1111	a	sp|P12429|ANXA3_HUMAN	P12429	ANXA3_HUMAN	ANXA3	323	9.20	Homo sapiens OX=9606	Annexin A3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	6	6	0	2724576	2724576	     0			tr|D6RA82|D6RA82_HUMAN
1112	a	sp|P12532|KCRU_HUMAN	P12532	KCRU_HUMAN	CKMT1A	417	25.70	Homo sapiens OX=9606	Creatine kinase U-type, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	8	9	5	0	10	3	0	96385841	9038937	     0			
1113	a	sp|P12694|ODBA_HUMAN	P12694	ODBA_HUMAN	BCKDHA	445	32.80	Homo sapiens OX=9606	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	11	14	14	0	41	41	0	30077538	30077538	     0			tr|F5H5P2|F5H5P2_HUMAN
1114	a	sp|P12955|PEPD_HUMAN	P12955	PEPD_HUMAN	PEPD	493	25.90	Homo sapiens OX=9606	Xaa-Pro dipeptidase 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	0	12	12	0	12825905	12825905	     0			tr|A0A494C165|A0A494C165_HUMAN, tr|A0A494C194|A0A494C194_HUMAN, tr|K7ES25|K7ES25_HUMAN
1115	a	sp|P12956|XRCC6_HUMAN	P12956	XRCC6_HUMAN	XRCC6	609	58.30	Homo sapiens OX=9606	X-ray repair cross-complementing protein 6 	1:Experimental evidence at protein level	1.0000	0.9990	30	45	45	0	101	101	0	103935192	103935192	     0			
1116	a	sp|P13010|XRCC5_HUMAN	P13010	XRCC5_HUMAN	XRCC5	732	52.70	Homo sapiens OX=9606	X-ray repair cross-complementing protein 5 	1:Experimental evidence at protein level	1.0000	0.9990	31	40	37	0	102	92	0	87142144	87142144	     0			
1117	a	sp|P13073|COX41_HUMAN	P13073	COX41_HUMAN	COX4I1	169	58.00	Homo sapiens OX=9606	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	14	21	4	0	51	10	0	450462496	166670520	     0			
1118	a	sp|P13489|RINI_HUMAN	P13489	RINI_HUMAN	RNH1	461	12.10	Homo sapiens OX=9606	Ribonuclease inhibitor 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	4	0	19	10	0	40247100	20182066	     0			
1119	a	sp|P13497|BMP1_HUMAN	P13497	BMP1_HUMAN	BMP1	986	2.30	Homo sapiens OX=9606	Bone morphogenetic protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	0	0	0	     0	     0	     0			
1120	a	sp|P13584|CP4B1_HUMAN	P13584	CP4B1_HUMAN	CYP4B1	511	4.80	Homo sapiens OX=9606	Cytochrome P450 4B1 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	0	1	1	0	1554114	1554114	     0			tr|Q8IZB0|Q8IZB0_HUMAN
1121	a	sp|P13667|PDIA4_HUMAN	P13667	PDIA4_HUMAN	PDIA4	645	55.00	Homo sapiens OX=9606	Protein disulfide-isomerase A4 	1:Experimental evidence at protein level	1.0000	0.9990	39	55	55	0	168	168	0	103334128	103334128	     0	1M(15.9949)		
1122	a	sp|P13693|TCTP_HUMAN	P13693	TCTP_HUMAN	TPT1	172	41.30	Homo sapiens OX=9606	Translationally-controlled tumor protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	4	0	13	13	0	58963864	58963864	     0			tr|A0A0B4J2C3|A0A0B4J2C3_HUMAN, tr|Q5W0H4|Q5W0H4_HUMAN
1123	a	sp|P13716|HEM2_HUMAN	P13716	HEM2_HUMAN	ALAD	330	13.90	Homo sapiens OX=9606	Delta-aminolevulinic acid dehydratase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	2	0	6	4	0	58660351	11147839	     0			
1124	b	sp|P13796|PLSL_HUMAN	P13796	PLSL_HUMAN	LCP1	627	6.10	Homo sapiens OX=9606	Plastin-2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	2	0	2	0	0	9913159	     0	     0			
1124	a	sp|P13797|PLST_HUMAN	P13797	PLST_HUMAN	PLS3	630	23.50	Homo sapiens OX=9606	Plastin-3 	1:Experimental evidence at protein level	1.0000	0.9990	13	15	7	0	45	11	0	45922066	38490322	     0			
1125	a	sp|P13798|ACPH_HUMAN	P13798	ACPH_HUMAN	APEH	732	18.20	Homo sapiens OX=9606	Acylamino-acid-releasing enzyme 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	8	0	11	2	0	19337050	4212174	     0			tr|C9JIF9|C9JIF9_HUMAN
1126	a	sp|P13804|ETFA_HUMAN	P13804	ETFA_HUMAN	ETFA	333	64.00	Homo sapiens OX=9606	Electron transfer flavoprotein subunit alpha, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	14	21	0	0	59	0	0	148871826	     0	     0			
1127	b	sp|Q13085|ACACA_HUMAN	Q13085	ACACA_HUMAN	ACACA	2346	3.90	Homo sapiens OX=9606	Acetyl-CoA carboxylase 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	3	0	5	3	0	4349245	944742	     0			
1127	a	sp|P13807|GYS1_HUMAN	P13807	GYS1_HUMAN	GYS1	737	15.90	Homo sapiens OX=9606	Glycogen [starch] synthase, muscle 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	8	0	14	14	0	17924903	17924903	     0			
1128	a	sp|P13861|KAP2_HUMAN	P13861	KAP2_HUMAN	PRKAR2A	404	40.60	Homo sapiens OX=9606	cAMP-dependent protein kinase type II-alpha regulatory subunit 	1:Experimental evidence at protein level	1.0000	0.9990	13	16	12	0	42	33	0	29538853	27951414	     0			
1129	a	sp|P14314|GLU2B_HUMAN	P14314	GLU2B_HUMAN	PRKCSH	528	29.40	Homo sapiens OX=9606	Glucosidase 2 subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	16	20	5	0	46	13	0	100773786	67816862	     0			
1130	a	sp|P14324|FPPS_HUMAN	P14324	FPPS_HUMAN	FDPS	419	18.40	Homo sapiens OX=9606	Farnesyl pyrophosphate synthase 	1:Experimental evidence at protein level	1.0000	0.9990	6	9	5	0	14	6	0	19392908	5310987	     0			
1131	a	sp|P14373|TRI27_HUMAN	P14373	TRI27_HUMAN	TRIM27	513	6.80	Homo sapiens OX=9606	Zinc finger protein RFP 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	8	8	0	5643067	5643067	     0			
1132	a	sp|P14384|CBPM_HUMAN	P14384	CBPM_HUMAN	CPM	443	19.30	Homo sapiens OX=9606	Carboxypeptidase M 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	0	0	0	     0	     0	     0			tr|F8W111|F8W111_HUMAN
1133	a	sp|P14406|CX7A2_HUMAN	P14406	CX7A2_HUMAN	COX7A2	83	59.00	Homo sapiens OX=9606	Cytochrome c oxidase subunit 7A2, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	6	5	0	9	4	0	148293672	98645040	     0			tr|H0UI06|H0UI06_HUMAN
1134	a	sp|P14618|KPYM_HUMAN	P14618	KPYM_HUMAN	PKM	531	66.10	Homo sapiens OX=9606	Pyruvate kinase PKM 	1:Experimental evidence at protein level	1.0000	0.9990	47	75	9	0	235	28	0	797527264	361985728	     0			
1135	a	sp|P14678|RSMB_HUMAN	P14678	RSMB_HUMAN	SNRPB	240	26.00	Homo sapiens OX=9606	Small nuclear ribonucleoprotein-associated proteins B and B' 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	6	0	16	16	0	58867305	58867305	     0			sp|P63162|RSMN_HUMAN, tr|J3QLE5|J3QLE5_HUMAN
1136	a	sp|P14735|IDE_HUMAN	P14735	IDE_HUMAN	IDE	1019	3.90	Homo sapiens OX=9606	Insulin-degrading enzyme 	1:Experimental evidence at protein level	1.0000	0.9988	4	4	4	0	1	1	0	1691462	1691462	     0			tr|A0A3B3ISG5|A0A3B3ISG5_HUMAN
1137	a	sp|P14854|CX6B1_HUMAN	P14854	CX6B1_HUMAN	COX6B1	86	27.90	Homo sapiens OX=9606	Cytochrome c oxidase subunit 6B1 	1:Experimental evidence at protein level	1.0000	0.9986	3	3	3	0	2	2	0	18274986	18274986	     0			
1138	a	sp|P14866|HNRPL_HUMAN	P14866	HNRPL_HUMAN	HNRNPL	589	47.00	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein L 	1:Experimental evidence at protein level	1.0000	0.9990	20	27	8	0	71	18	0	154961410	10183113	     0			
1138	b	sp|Q13011|ECH1_HUMAN	Q13011	ECH1_HUMAN	ECH1	328	61.00	Homo sapiens OX=9606	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	20	26	14	0	89	43	0	244788336	243912852	     0			
1139	a	sp|P14868|SYDC_HUMAN	P14868	SYDC_HUMAN	DARS	501	49.10	Homo sapiens OX=9606	Aspartate--tRNA ligase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	20	22	18	0	46	38	0	48693716	47983438	     0			
1140	a	sp|P14927|QCR7_HUMAN	P14927	QCR7_HUMAN	UQCRB	111	53.20	Homo sapiens OX=9606	Cytochrome b-c1 complex subunit 7 	1:Experimental evidence at protein level	1.0000	0.9990	10	13	7	0	43	17	0	64647098	55473704	     0			
1141	a	sp|P15104|GLNA_HUMAN	P15104	GLNA_HUMAN	GLUL	373	15.50	Homo sapiens OX=9606	Glutamine synthetase 	1:Experimental evidence at protein level	0.9960	0.9990	6	8	0	0	9	0	0	13734614	     0	     0			
1141	b	tr|A0A2R8YDT1|A0A2R8YDT1_HUMAN	A0A2R8YDT1	A0A2R8YDT1_HUMAN	GLUL	507	11.40	Homo sapiens OX=9606	Glutamine synthetase 	1:Experimental evidence at protein level	0.9960	0.9990	6	8	0	0	9	0	0	13734614	     0	     0			
1142	a	sp|P15144|AMPN_HUMAN	P15144	AMPN_HUMAN	ANPEP	967	38.10	Homo sapiens OX=9606	Aminopeptidase N 	1:Experimental evidence at protein level	1.0000	0.9990	37	63	63	0	197	197	0	336664488	336664488	     0	4M(15.9949), 8M(15.9949)		
1143	b	sp|Q8IYD1|ERF3B_HUMAN	Q8IYD1	ERF3B_HUMAN	GSPT2	628	11.50	Homo sapiens OX=9606	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	1	0	14	5	0	17323849	7171655	     0			
1143	a	sp|P15170|ERF3A_HUMAN	P15170	ERF3A_HUMAN	GSPT1	499	25.10	Homo sapiens OX=9606	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	6	0	18	9	0	13897514	8259709	     0			tr|H3BR35|H3BR35_HUMAN
1144	a	sp|P15289|ARSA_HUMAN	P15289	ARSA_HUMAN	ARSA	507	14.40	Homo sapiens OX=9606	Arylsulfatase A 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	6	0	14	11	0	36050462	36050462	     0			tr|A0A0C4DFZ2|A0A0C4DFZ2_HUMAN
1144	b	sp|P34059|GALNS_HUMAN	P34059	GALNS_HUMAN	GALNS	522	6.30	Homo sapiens OX=9606	N-acetylgalactosamine-6-sulfatase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	2	0	4	1	0	6158467	5306838	     0			
